VTX, IDX, POSITION0.x, POSITION0.y, POSITION0.z, POSITION0.w, NORMAL0.x, NORMAL0.y, NORMAL0.z, NORMAL0.w, TANGENT0.x, TANGENT0.y, TANGENT0.z, TANGENT0.w, POSITION6.x, POSITION6.y, POSITION6.z, POSITION6.w, POSITION7.x, POSITION7.y, POSITION7.z, POSITION7.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD0.w
370, 278, -3.00195,  1.30566, -68.625,  1.00,  0.55686,  0.05882,  0.26667,  0.00,  0.99216,  0.55686,  0.50588,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
371, 275, -3.00195,  1.88477, -69.6875,  1.00,  0.49804,  0.00,  0.4549,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
372, 279, -4.82031,  1.88477, -70.1875,  1.00,  0.56078,  0.43922,  0.00784,  0.00,  0.96078,  0.67451,  0.53725,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
373, 275, -3.00195,  1.88477, -69.6875,  1.00,  0.49804,  0.00,  0.4549,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
374, 278, -3.00195,  1.30566, -68.625,  1.00,  0.55686,  0.05882,  0.26667,  0.00,  0.99216,  0.55686,  0.50588,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
375, 278, -3.00195,  1.30566, -68.625,  1.00,  0.55686,  0.05882,  0.26667,  0.00,  0.99216,  0.55686,  0.50588,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
376, 280, -4.82031,  1.30566, -69.0625,  1.00,  0.99608,  0.49804,  0.49804,  0.00,  0.49804,  0.99608,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
377, 279, -4.82031,  1.88477, -70.1875,  1.00,  0.56078,  0.43922,  0.00784,  0.00,  0.96078,  0.67451,  0.53725,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
378, 281, -8.24219,  3.64453, -72.125,  1.00,  0.49804,  0.99216,  0.56078,  0.00,  0.00,  0.49804,  0.48235,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
379, 282, -8.32031,  3.64453, -72.0625,  1.00,  0.00,  0.51373,  0.48627,  0.00,  0.51373,  0.99608,  0.52549,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
380, 283, -8.32031,  3.06641, -70.9375,  1.00,  0.00,  0.49804,  0.49804,  0.00,  0.49804,  0.99608,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
381, 283, -8.32031,  3.06641, -70.9375,  1.00,  0.00,  0.49804,  0.49804,  0.00,  0.49804,  0.99608,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
382, 284, -8.24219,  3.06641, -71.0625,  1.00,  0.49412,  0.93725,  0.72941,  0.00,  0.00,  0.5098,  0.46667,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
383, 281, -8.24219,  3.64453, -72.125,  1.00,  0.49804,  0.99216,  0.56078,  0.00,  0.00,  0.49804,  0.48235,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
384, 285, -4.82031,  3.64453, -72.0625,  1.00,  0.99608,  0.5098,  0.4902,  0.00,  0.48627,  0.81569,  0.11373,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
385, 281, -8.24219,  3.64453, -72.125,  1.00,  0.49804,  0.99216,  0.56078,  0.00,  0.00,  0.49804,  0.48235,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
386, 284, -8.24219,  3.06641, -71.0625,  1.00,  0.49412,  0.93725,  0.72941,  0.00,  0.00,  0.5098,  0.46667,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
387, 284, -8.24219,  3.06641, -71.0625,  1.00,  0.49412,  0.93725,  0.72941,  0.00,  0.00,  0.5098,  0.46667,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
388, 286, -4.82031,  3.06641, -70.9375,  1.00,  0.49412,  0.93725,  0.72941,  0.00,  0.00,  0.4902,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
389, 285, -4.82031,  3.64453, -72.0625,  1.00,  0.99608,  0.5098,  0.4902,  0.00,  0.48627,  0.81569,  0.11373,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
390, 287, -8.78125,  3.03516, -68.375,  1.00,  0.01961,  0.38039,  0.43529,  0.00,  0.56078,  0.50588,  0.00392,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
391, 288, -8.78125,  3.10938, -68.3125,  1.00,  0.34118,  0.91765,  0.71765,  0.00,  0.41961,  0.70588,  0.05098,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
392, 289, -8.78125,  3.6875, -69.375,  1.00,  0.49804,  0.49804,  0.99608,  0.00,  0.9451,  0.71765,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
393, 289, -8.78125,  3.6875, -69.375,  1.00,  0.49804,  0.49804,  0.99608,  0.00,  0.9451,  0.71765,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
394, 290, -8.78125,  3.61328, -69.4375,  1.00,  0.00,  0.46667,  0.49804,  0.00,  0.49804,  0.49804,  0.00,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
395, 287, -8.78125,  3.03516, -68.375,  1.00,  0.01961,  0.38039,  0.43529,  0.00,  0.56078,  0.50588,  0.00392,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
396, 291, -8.70313,  3.03516, -69.0625,  1.00,  0.49804,  0.05882,  0.26667,  0.00,  0.56863,  0.72941,  0.06275,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
397, 287, -8.78125,  3.03516, -68.375,  1.00,  0.01961,  0.38039,  0.43529,  0.00,  0.56078,  0.50588,  0.00392,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
398, 290, -8.78125,  3.61328, -69.4375,  1.00,  0.00,  0.46667,  0.49804,  0.00,  0.49804,  0.49804,  0.00,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
399, 290, -8.78125,  3.61328, -69.4375,  1.00,  0.00,  0.46667,  0.49804,  0.00,  0.49804,  0.49804,  0.00,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
400, 292, -8.70313,  3.61328, -70.125,  1.00,  0.39216,  0.01176,  0.47451,  0.00,  0.56471,  0.5098,  0.00392,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
401, 291, -8.70313,  3.03516, -69.0625,  1.00,  0.49804,  0.05882,  0.26667,  0.00,  0.56863,  0.72941,  0.06275,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
402, 293, -4.56641,  6.83203, -43.09375,  1.00,  0.49804,  0.93725,  0.72941,  0.00,  0.00784,  0.5451,  0.41176,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
403, 294, -4.20703,  6.65625, -43.25,  1.00,  0.23529,  0.87451,  0.69412,  0.00,  0.13725,  0.42353,  0.16078,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
404, 295, -4.20703,  7.23438, -44.34375,  1.00,  0.26667,  0.93725,  0.52941,  0.00,  0.05882,  0.26667,  0.48627,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
405, 295, -4.20703,  7.23438, -44.34375,  1.00,  0.26667,  0.93725,  0.52941,  0.00,  0.05882,  0.26667,  0.48627,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
406, 296, -4.56641,  7.41016, -44.1875,  1.00,  0.60392,  0.98431,  0.52941,  0.00,  0.01176,  0.60392,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
407, 293, -4.56641,  6.83203, -43.09375,  1.00,  0.49804,  0.93725,  0.72941,  0.00,  0.00784,  0.5451,  0.41176,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
408, 297, -7.32813,  6.83203, -43.09375,  1.00,  0.49804,  0.93725,  0.72941,  0.00,  0.00,  0.48627,  0.52157,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
409, 293, -4.56641,  6.83203, -43.09375,  1.00,  0.49804,  0.93725,  0.72941,  0.00,  0.00784,  0.5451,  0.41176,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
410, 296, -4.56641,  7.41016, -44.1875,  1.00,  0.60392,  0.98431,  0.52941,  0.00,  0.01176,  0.60392,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
411, 296, -4.56641,  7.41016, -44.1875,  1.00,  0.60392,  0.98431,  0.52941,  0.00,  0.01176,  0.60392,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
412, 298, -7.32813,  7.41016, -44.1875,  1.00,  0.41569,  0.98824,  0.53333,  0.00,  0.00784,  0.41569,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
413, 297, -7.32813,  6.83203, -43.09375,  1.00,  0.49804,  0.93725,  0.72941,  0.00,  0.00,  0.48627,  0.52157,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
414, 299, -9.35938,  6.11719, -43.09375,  1.00,  0.00,  0.49804,  0.49804,  0.00,  0.49804,  0.00,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
415, 297, -7.32813,  6.83203, -43.09375,  1.00,  0.49804,  0.93725,  0.72941,  0.00,  0.00,  0.48627,  0.52157,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
416, 298, -7.32813,  7.41016, -44.1875,  1.00,  0.41569,  0.98824,  0.53333,  0.00,  0.00784,  0.41569,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
417, 298, -7.32813,  7.41016, -44.1875,  1.00,  0.41569,  0.98824,  0.53333,  0.00,  0.00784,  0.41569,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
418, 300, -9.35938,  6.69531, -44.1875,  1.00,  0.08627,  0.77647,  0.52157,  0.00,  0.21569,  0.08627,  0.48235,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
419, 299, -9.35938,  6.11719, -43.09375,  1.00,  0.00,  0.49804,  0.49804,  0.00,  0.49804,  0.00,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
420, 301, -0.18604,  6.68359, -47.3125,  1.00,  0.31373,  0.96078,  0.49804,  0.00,  0.03529,  0.31373,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
421, 302, -0.50879,  6.375, -47.3125,  1.00,  0.03922,  0.69412,  0.49804,  0.00,  0.30196,  0.03922,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
422, 303, -0.50879,  5.79688, -46.21875,  1.00,  0.00,  0.49804,  0.49804,  0.00,  0.49804,  0.00,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
423, 303, -0.50879,  5.79688, -46.21875,  1.00,  0.00,  0.49804,  0.49804,  0.00,  0.49804,  0.00,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
424, 304, -0.18604,  6.10547, -46.21875,  1.00,  0.49804,  0.93725,  0.72941,  0.00,  0.00392,  0.47059,  0.55294,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
425, 301, -0.18604,  6.68359, -47.3125,  1.00,  0.31373,  0.96078,  0.49804,  0.00,  0.03529,  0.31373,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
426, 305,  0.01865,  6.68359, -47.3125,  1.00,  0.49804,  0.99608,  0.49804,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
427, 301, -0.18604,  6.68359, -47.3125,  1.00,  0.31373,  0.96078,  0.49804,  0.00,  0.03529,  0.31373,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
428, 304, -0.18604,  6.10547, -46.21875,  1.00,  0.49804,  0.93725,  0.72941,  0.00,  0.00392,  0.47059,  0.55294,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
429, 304, -0.18604,  6.10547, -46.21875,  1.00,  0.49804,  0.93725,  0.72941,  0.00,  0.00392,  0.47059,  0.55294,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
430, 306,  0.01865,  6.10547, -46.21875,  1.00,  0.49804,  0.93725,  0.72941,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
431, 305,  0.01865,  6.68359, -47.3125,  1.00,  0.49804,  0.99608,  0.49804,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
432, 307, -3.84961,  7.41016, -44.1875,  1.00,  0.39608,  0.98431,  0.53333,  0.00,  0.01176,  0.39608,  0.50196,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
433, 295, -4.20703,  7.23438, -44.34375,  1.00,  0.26667,  0.93725,  0.52941,  0.00,  0.05882,  0.26667,  0.48627,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
434, 308, -4.20703,  6.65625, -43.25,  1.00,  0.23529,  0.87451,  0.69412,  0.00,  0.0902,  0.21176,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
435, 308, -4.20703,  6.65625, -43.25,  1.00,  0.23529,  0.87451,  0.69412,  0.00,  0.0902,  0.21176,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
436, 309, -3.84961,  6.83203, -43.09375,  1.00,  0.49804,  0.93725,  0.72941,  0.00,  0.00392,  0.47451,  0.54118,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
437, 307, -3.84961,  7.41016, -44.1875,  1.00,  0.39608,  0.98431,  0.53333,  0.00,  0.01176,  0.39608,  0.50196,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
438, 310,  0.01865,  7.41016, -44.1875,  1.00,  0.49804,  0.99608,  0.53333,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
439, 307, -3.84961,  7.41016, -44.1875,  1.00,  0.39608,  0.98431,  0.53333,  0.00,  0.01176,  0.39608,  0.50196,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
440, 309, -3.84961,  6.83203, -43.09375,  1.00,  0.49804,  0.93725,  0.72941,  0.00,  0.00392,  0.47451,  0.54118,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
441, 309, -3.84961,  6.83203, -43.09375,  1.00,  0.49804,  0.93725,  0.72941,  0.00,  0.00392,  0.47451,  0.54118,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
442, 311,  0.01865,  6.83203, -43.09375,  1.00,  0.49804,  0.93725,  0.72941,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
443, 310,  0.01865,  7.41016, -44.1875,  1.00,  0.49804,  0.99608,  0.53333,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
444, 312, -8.32031,  1.09766, -72.6875,  1.00,  0.49804,  0.00392,  0.43922,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
445, 313, -4.82031,  1.09766, -72.6875,  1.00,  0.98431,  0.56078,  0.41176,  0.00,  0.60392,  0.21176,  0.89412,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
446, 314, -4.82031,  0.51904, -71.625,  1.00,  0.99608,  0.49804,  0.49804,  0.00,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
447, 314, -4.82031,  0.51904, -71.625,  1.00,  0.99608,  0.49804,  0.49804,  0.00,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
448, 315, -8.32031,  0.51904, -71.625,  1.00,  0.00,  0.49804,  0.49804,  0.00,  0.49804,  0.49804,  0.00,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
449, 312, -8.32031,  1.09766, -72.6875,  1.00,  0.49804,  0.00392,  0.43922,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
450, 316, -4.82031,  1.30566, -71.0625,  1.00,  0.99608,  0.49804,  0.49804,  0.00,  0.49804,  0.49804,  0.99608,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
451, 317, -4.82031,  0.51904, -71.625,  1.00,  0.99608,  0.49804,  0.49804,  0.00,  0.49804,  0.49804,  0.99608,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
452, 318, -4.82031,  1.09766, -72.6875,  1.00,  0.98431,  0.56078,  0.41176,  0.00,  0.58431,  0.50588,  0.98824,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
453, 318, -4.82031,  1.09766, -72.6875,  1.00,  0.98431,  0.56078,  0.41176,  0.00,  0.58431,  0.50588,  0.98824,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
454, 319, -4.82031,  1.88477, -72.125,  1.00,  0.99608,  0.49412,  0.4902,  0.00,  0.50588,  0.49804,  0.99608,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
455, 316, -4.82031,  1.30566, -71.0625,  1.00,  0.99608,  0.49804,  0.49804,  0.00,  0.49804,  0.49804,  0.99608,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
456, 320, -4.82031,  1.30566, -69.0625,  1.00,  0.99608,  0.49804,  0.49804,  0.00,  0.49804,  0.49804,  0.99608,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
457, 316, -4.82031,  1.30566, -71.0625,  1.00,  0.99608,  0.49804,  0.49804,  0.00,  0.49804,  0.49804,  0.99608,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
458, 319, -4.82031,  1.88477, -72.125,  1.00,  0.99608,  0.49412,  0.4902,  0.00,  0.50588,  0.49804,  0.99608,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
459, 319, -4.82031,  1.88477, -72.125,  1.00,  0.99608,  0.49412,  0.4902,  0.00,  0.50588,  0.49804,  0.99608,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
460, 321, -4.82031,  1.88477, -70.1875,  1.00,  0.56078,  0.43922,  0.00784,  0.00,  0.8549,  0.16078,  0.58431,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
461, 320, -4.82031,  1.30566, -69.0625,  1.00,  0.99608,  0.49804,  0.49804,  0.00,  0.49804,  0.49804,  0.99608,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
462, 322, -8.30469,  3.86719, -69.375,  1.00,  0.49804,  0.49804,  0.99608,  0.00,  0.03137,  0.32549,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
463, 323, -8.78125,  3.6875, -69.375,  1.00,  0.49804,  0.49804,  0.99608,  0.00,  0.03137,  0.32549,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
464, 324, -8.78125,  3.10938, -68.3125,  1.00,  0.34118,  0.91765,  0.71765,  0.00,  0.03137,  0.32549,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
465, 324, -8.78125,  3.10938, -68.3125,  1.00,  0.34118,  0.91765,  0.71765,  0.00,  0.03137,  0.32549,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
466, 325, -8.30469,  3.28906, -68.3125,  1.00,  0.00,  0.49804,  0.49804,  0.00,  0.49804,  0.00,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
467, 322, -8.30469,  3.86719, -69.375,  1.00,  0.49804,  0.49804,  0.99608,  0.00,  0.03137,  0.32549,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
468, 326, -8.32031,  1.88477, -72.125,  1.00,  0.00,  0.49804,  0.50196,  0.00,  0.49412,  0.49804,  0.00,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
469, 327, -8.32031,  1.09766, -72.6875,  1.00,  0.49804,  0.00392,  0.43922,  0.00,  0.49804,  0.55686,  0.00392,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
470, 328, -8.32031,  0.51904, -71.625,  1.00,  0.00,  0.49804,  0.49804,  0.00,  0.49804,  0.49804,  0.00,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
471, 328, -8.32031,  0.51904, -71.625,  1.00,  0.00,  0.49804,  0.49804,  0.00,  0.49804,  0.49804,  0.00,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
